sample_id,split,label,crack_pixels,pothole_pixels,lane_pixels,image_path
941570_RS_290_290RS070691_00755,train,Pothole,0,7334,351132,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941570_RS_290_290RS070691_00755/941570_RS_290_290RS070691_00755_RAW.jpg
916025_RS_290_290RS294095_13575,train,Crack,2279,0,365023,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916025_RS_290_290RS294095_13575/916025_RS_290_290RS294095_13575_RAW.jpg
1091804_DF_251_251BDF0490_00951,train,Crack,14515,0,356248,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091804_DF_251_251BDF0490_00951/1091804_DF_251_251BDF0490_00951_RAW.jpg
994129_RS_386_386RS191729_07410,train,Crack,6386,0,363275,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994129_RS_386_386RS191729_07410/994129_RS_386_386RS191729_07410_RAW.jpg
941899_RS_290_290RS070691_02401,train,Pothole,0,15981,353247,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941899_RS_290_290RS070691_02401/941899_RS_290_290RS070691_02401_RAW.jpg
1092828_DF_251_251BDF0052_00641,train,Crack,20049,0,332110,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092828_DF_251_251BDF0052_00641/1092828_DF_251_251BDF0052_00641_RAW.jpg
1047005_DF_060_060BDF0030_02725,train,Pothole,285,2789,353797,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1047005_DF_060_060BDF0030_02725/1047005_DF_060_060BDF0030_02725_RAW.jpg
1091831_DF_251_251BDF0490_01002,train,Crack,4439,0,354051,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091831_DF_251_251BDF0490_01002/1091831_DF_251_251BDF0490_01002_RAW.jpg
1084546_DF_080_080BDF0090_01855,train,Pothole,0,3735,316709,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084546_DF_080_080BDF0090_01855/1084546_DF_080_080BDF0090_01855_RAW.jpg
1083758_DF_080_080BDF0090_00303,train,Crack,5663,0,342364,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1083758_DF_080_080BDF0090_00303/1083758_DF_080_080BDF0090_00303_RAW.jpg
1090285_DF_070_070BDF0050_05833,train,Crack,2596,0,366113,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1090285_DF_070_070BDF0050_05833/1090285_DF_070_070BDF0050_05833_RAW.jpg
1076638_DF_251_251BDF0530_03892,train,Crack,5870,0,346969,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1076638_DF_251_251BDF0530_03892/1076638_DF_251_251BDF0530_03892_RAW.jpg
994584_RS_386_386RS191729_09685,train,Crack,16671,0,356897,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994584_RS_386_386RS191729_09685/994584_RS_386_386RS191729_09685_RAW.jpg
1085408_DF_080_080BDF0090_03560,train,Crack,9926,0,362271,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1085408_DF_080_080BDF0090_03560/1085408_DF_080_080BDF0090_03560_RAW.jpg
917245_RS_290_290RS294095_19675,train,Crack,3864,0,366175,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917245_RS_290_290RS294095_19675/917245_RS_290_290RS294095_19675_RAW.jpg
1091702_DF_251_251BDF0490_00758,train,Crack,6517,0,352341,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091702_DF_251_251BDF0490_00758/1091702_DF_251_251BDF0490_00758_RAW.jpg
1089713_DF_070_070BDF0050_04713,train,Normal,765,0,371966,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1089713_DF_070_070BDF0050_04713/1089713_DF_070_070BDF0050_04713_RAW.jpg
1014636_RS_386_386RS124739_30105,train,Crack,12820,0,393332,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014636_RS_386_386RS124739_30105/1014636_RS_386_386RS124739_30105_RAW.jpg
1091724_DF_251_251BDF0490_00799,train,Crack,3173,0,347915,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091724_DF_251_251BDF0490_00799/1091724_DF_251_251BDF0490_00799_RAW.jpg
1014751_RS_386_386RS124739_30680,val,Crack,6082,0,380465,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014751_RS_386_386RS124739_30680/1014751_RS_386_386RS124739_30680_RAW.jpg
917567_RS_290_290RS294095_21285,train,Crack,9973,0,346023,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917567_RS_290_290RS294095_21285/917567_RS_290_290RS294095_21285_RAW.jpg
1084119_DF_080_080BDF0090_01009,train,Crack,5770,0,337988,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084119_DF_080_080BDF0090_01009/1084119_DF_080_080BDF0090_01009_RAW.jpg
1077206_DF_251_251BDF0530_04950,val,Normal,1230,0,337269,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1077206_DF_251_251BDF0530_04950/1077206_DF_251_251BDF0530_04950_RAW.jpg
919073_RS_290_290RS294095_28815,val,Crack,3426,0,348508,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919073_RS_290_290RS294095_28815/919073_RS_290_290RS294095_28815_RAW.jpg
1050931_DF_080_080BDF0050_00553,train,Crack,9372,0,404787,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1050931_DF_080_080BDF0050_00553/1050931_DF_080_080BDF0050_00553_RAW.jpg
917044_RS_290_290RS294095_18670,train,Pothole,0,1159,344583,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917044_RS_290_290RS294095_18670/917044_RS_290_290RS294095_18670_RAW.jpg
1068350_DF_010_010BDF0018_04909,val,Pothole,263,2001,367177,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1068350_DF_010_010BDF0018_04909/1068350_DF_010_010BDF0018_04909_RAW.jpg
919806_RS_290_290RS294095_32481,train,Crack,9005,0,344391,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919806_RS_290_290RS294095_32481/919806_RS_290_290RS294095_32481_RAW.jpg
1084399_DF_080_080BDF0090_01595,train,Crack,11106,0,317474,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084399_DF_080_080BDF0090_01595/1084399_DF_080_080BDF0090_01595_RAW.jpg
1075576_DF_251_251BDF0530_01924,train,Crack,2669,0,334661,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1075576_DF_251_251BDF0530_01924/1075576_DF_251_251BDF0530_01924_RAW.jpg
1092542_DF_251_251BDF0052_00145,val,Crack,7080,0,371791,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092542_DF_251_251BDF0052_00145/1092542_DF_251_251BDF0052_00145_RAW.jpg
915962_RS_290_290RS294095_13260,train,Crack,2598,0,359867,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/915962_RS_290_290RS294095_13260/915962_RS_290_290RS294095_13260_RAW.jpg
1051764_DF_020_020BDF0070_01672,train,Pothole,5798,533,387011,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1051764_DF_020_020BDF0070_01672/1051764_DF_020_020BDF0070_01672_RAW.jpg
1091716_DF_251_251BDF0490_00784,train,Crack,5668,0,347462,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091716_DF_251_251BDF0490_00784/1091716_DF_251_251BDF0490_00784_RAW.jpg
994075_RS_386_386RS191729_07140,train,Crack,12443,0,366169,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994075_RS_386_386RS191729_07140/994075_RS_386_386RS191729_07140_RAW.jpg
1055762_DF_020_020BDF0070_09552,train,Normal,96,0,365495,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1055762_DF_020_020BDF0070_09552/1055762_DF_020_020BDF0070_09552_RAW.jpg
1091721_DF_251_251BDF0490_00794,val,Crack,3410,0,344047,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091721_DF_251_251BDF0490_00794/1091721_DF_251_251BDF0490_00794_RAW.jpg
917572_RS_290_290RS294095_21310,train,Normal,1301,0,344052,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917572_RS_290_290RS294095_21310/917572_RS_290_290RS294095_21310_RAW.jpg
1014670_RS_386_386RS124739_30275,train,Crack,6728,0,382565,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014670_RS_386_386RS124739_30275/1014670_RS_386_386RS124739_30275_RAW.jpg
1092867_DF_251_251BDF0052_00710,train,Crack,6876,0,365468,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092867_DF_251_251BDF0052_00710/1092867_DF_251_251BDF0052_00710_RAW.jpg
1014871_RS_386_386RS124739_31280,train,Crack,7861,0,380563,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014871_RS_386_386RS124739_31280/1014871_RS_386_386RS124739_31280_RAW.jpg
1092335_DF_251_251BDF0490_01934,train,Pothole,23109,1743,357606,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092335_DF_251_251BDF0490_01934/1092335_DF_251_251BDF0490_01934_RAW.jpg
1092480_DF_251_251BDF0052_00025,train,Crack,37629,0,440870,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092480_DF_251_251BDF0052_00025/1092480_DF_251_251BDF0052_00025_RAW.jpg
1053849_DF_020_020BDF0070_06009,train,Pothole,0,1077,382665,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1053849_DF_020_020BDF0070_06009/1053849_DF_020_020BDF0070_06009_RAW.jpg
918219_RS_290_290RS294095_24545,train,Crack,1856,0,361217,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918219_RS_290_290RS294095_24545/918219_RS_290_290RS294095_24545_RAW.jpg
918922_RS_290_290RS294095_28060,train,Crack,2016,0,342431,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918922_RS_290_290RS294095_28060/918922_RS_290_290RS294095_28060_RAW.jpg
1080089_DF_010_010BDF0030_1_03336,train,Pothole,337,7209,368906,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1080089_DF_010_010BDF0030_1_03336/1080089_DF_010_010BDF0030_1_03336_RAW.jpg
1085370_DF_080_080BDF0090_03489,train,Crack,7618,0,347506,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1085370_DF_080_080BDF0090_03489/1085370_DF_080_080BDF0090_03489_RAW.jpg
1081538_DF_080_080BDF0070_00388,train,Normal,1266,0,342871,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081538_DF_080_080BDF0070_00388/1081538_DF_080_080BDF0070_00388_RAW.jpg
1082220_DF_080_080BDF0070_01727,train,Crack,1689,0,378815,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1082220_DF_080_080BDF0070_01727/1082220_DF_080_080BDF0070_01727_RAW.jpg
941512_RS_290_290RS070691_00465,val,Pothole,0,1173,350365,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941512_RS_290_290RS070691_00465/941512_RS_290_290RS070691_00465_RAW.jpg
1014873_RS_386_386RS124739_31290,train,Crack,3779,0,378956,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014873_RS_386_386RS124739_31290/1014873_RS_386_386RS124739_31290_RAW.jpg
916162_RS_290_290RS294095_14260,train,Normal,1165,0,351580,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916162_RS_290_290RS294095_14260/916162_RS_290_290RS294095_14260_RAW.jpg
919203_RS_290_290RS294095_29465,val,Crack,5037,0,364610,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919203_RS_290_290RS294095_29465/919203_RS_290_290RS294095_29465_RAW.jpg
994527_RS_386_386RS191729_09400,val,Pothole,6438,18402,363285,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994527_RS_386_386RS191729_09400/994527_RS_386_386RS191729_09400_RAW.jpg
1025741_RS_386_386RS169832_08445,train,Pothole,2130,915,371162,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025741_RS_386_386RS169832_08445/1025741_RS_386_386RS169832_08445_RAW.jpg
1091171_DF_070_070BDF0050_07512,train,Crack,6364,0,366743,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091171_DF_070_070BDF0050_07512/1091171_DF_070_070BDF0050_07512_RAW.jpg
917440_RS_290_290RS294095_20650,val,Crack,14677,0,355957,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917440_RS_290_290RS294095_20650/917440_RS_290_290RS294095_20650_RAW.jpg
917104_RS_290_290RS294095_18970,train,Crack,5687,0,355672,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917104_RS_290_290RS294095_18970/917104_RS_290_290RS294095_18970_RAW.jpg
917225_RS_290_290RS294095_19575,train,Crack,8687,0,363227,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917225_RS_290_290RS294095_19575/917225_RS_290_290RS294095_19575_RAW.jpg
941897_RS_290_290RS070691_02390,val,Pothole,0,14320,355007,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941897_RS_290_290RS070691_02390/941897_RS_290_290RS070691_02390_RAW.jpg
1093337_DF_251_251BDF0052_01595,train,Normal,683,0,333755,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1093337_DF_251_251BDF0052_01595/1093337_DF_251_251BDF0052_01595_RAW.jpg
1093936_DF_251_251BDF0052_02637,train,Normal,729,0,355742,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1093936_DF_251_251BDF0052_02637/1093936_DF_251_251BDF0052_02637_RAW.jpg
774899_ES_259_259ES000000_48595,train,Normal,1103,0,407774,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/774899_ES_259_259ES000000_48595/774899_ES_259_259ES000000_48595_RAW.jpg
918355_RS_290_290RS294095_25225,train,Crack,2594,0,347752,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918355_RS_290_290RS294095_25225/918355_RS_290_290RS294095_25225_RAW.jpg
1092966_DF_251_251BDF0052_00885,train,Crack,4758,0,352219,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092966_DF_251_251BDF0052_00885/1092966_DF_251_251BDF0052_00885_RAW.jpg
1092831_DF_251_251BDF0052_00646,val,Pothole,2999,996,344764,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092831_DF_251_251BDF0052_00646/1092831_DF_251_251BDF0052_00646_RAW.jpg
